 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
8/11/2015,Bureaucracy| Silos| and Red Tape,2,Former Employee - Software Development Team Lead,ProsOpportunities for leadership.Opportunities for management if so inclined.Decent salary.Good benefits.Large amount of vacation days if you are able to take them.,ConsCompany claims to want to innovate but something as simple as using a new library or software requires multiple months to get approved by both architects and the legal team. Insane amount of beauracracy and red tape. Heavily silo-ed environment where teams focus on only one small piece of the puzzle and refuse to help with anything outside their area of expertise. Developing any application requires multiple meetings with multiple teams who often block anything that falls outside dictated standards. Hardware requests can take months and require multiple meetings with architects who push back on every request. Reactive mentality to only increase hardware resources when problems occur rather than a proactive mentality to prevent those problems in the first place. Standards are enforced by the letter rather than the spirit.,-2,,
10/11/2015,Fine place to work to maintain a work-life balance,3,Former Employee - Anonymous Employee,ProsRelatively compared to other companies in Korea| GMK actually allows you to have a work-life balance.,ConsNot enough opportunities for career development for the lower level employees. Sometimes it seems like rank has a stronger influence than competency.Continuous rumors about restructuring which unsettles the employees.,0,,
10/11/2015,sales associate,2,Former Employee - Anonymous Employee,ProsI found the position to have very flexible hours with great product knowledge train. We had a very fair commission structure that was higher than other brands.,ConsWe did not have a lot of support from management on day to day feed back or training. There was a lot of competition among the sales team.,0,,
24/10/2015,It doesn' t get more complicated than building cars. Working in GM is very challenging and interesting every day.,5,Current Employee - IT Senior Manager,ProsChallenges| complexity of the work| you get a lot of responsibilities. There is a lot of travel if you want to.,ConsAs with every big company burocracy and the lack of transparency around certain processes can become frustrating at times.,0,,
1/11/2015,Beware,3,Current Employee - Group Leader,ProsDecent pay for the area but still behind the curve as compared to Ford and Chrysler.,ConsGroup Leaders probably have the most difficult job in the company. Daily work life is spent sandwiched between upper management and the UAW; you get unbelievable amounts of stress from both ends. There are a lot of cliques: If you don't align yourself with one of them| you basically end up getting overlooked for promotion and other opportunities| but what company doesn't have some level of high school shenanigans? The person who is the outsider| that is to say| someone who removes themselves from the daily drama| is considered as not being a team player.,-3,,
22/10/2015,Accounting Department,5,Former Employee - Accounting,ProsGeneral Motors is a wonderful company for benefits| salary| and over-all willingness to work with you fi there is an emergency in your private life.,ConsI feel that some of the benefits went away that we were used to getting| especially for those who did not work in the factory.,0,,
22/10/2015,Great Start,5,Former Employee - Anonymous Employee,ProsTons of great projects| great experience| great growth plan.,ConsNone that I can think of.,0,,
3/11/2015,Great First Job| 3 year contract,3,Current Employee - Software Developer,ProsFor a first job| the environment is great| there are many young people| the benefits cover the basics| and vacation is offered,ConsWork/life balance can sometimes be forgotten about and unrealistic expectations can be placed on developers to meet deadlines| especially for new hires who have only just started,-1,,
2/11/2015,Software Development,3,Former Employee - Software Developer,ProsGreat benefits| great entry level salary| clean office| great perks,ConsYou're screwed if you seek to advance in the company and your leader isn't behind you. They'll black ball you.,-1,,
3/11/2015,Politics rule and never get settled,2,Former Employee - Fleet and Commercial District Manager,ProsOpportunities to grow if your willing to constantly relocate.,ConsVery political with committees for every decision. If you want to advance in your career| you must constantly be willing to continually relocate. Not beneficial for a family.,-1,,
1/11/2015,Average pay| good opportunity for lateral moves.,3,Former Employee - Supplier Development Engineer,ProsAbility to newest drive cars. Decent benefits. Many jobs to move around laterally. No raises when you do move latterally.,ConsLow or average pay if you stay to long. Some managers micro manage. You can get stuck at 7th level if you don't have executives pulling for you.,-1,,
19/10/2015,Battery Test Engineer,4,Current Employee - Battery Test Engineer,ProsGood place to start a career right out of college. There are many positions to move into.,ConsLots of competition for positions.,0,,
19/10/2015,Gr at place to work,4,Current Employee - Software Developer,ProsAbsolutely fantastic benefits| and great potential for movement in the company.,ConsOld school processes| using out of date technology.,0,,
2/11/2015,Communications Manager,3,Former Employee - Anonymous Employee,ProsOverall a good learning experience. Good travel opportunities. Lots of variety in jobs. Most team members possessed strong desire to succeed.,ConsRevolving door management that has improved somewhat since advent of new CEO. Lots of internal politics and positioning among leadership.,0,,
2/11/2015,Production Supervisor,2,Current Employee - Production Supervisor,ProsI met a lot of great people that are still friends to this day. The salary and benefits were outstanding. You gain a lot of good experience that will help you when looking for other employment.,"ConsIt's very difficult to advance in GM unless you have been ""Chosen."" The mindset of a lot of the workers is antiquated. The good ol boy network is alive and well. Women do not advance as quickly or as often as the men.",0,,
